proyecto_id,nombre_proyecto,empresa_id,empresa,cliente_sector,lider_proyecto_id,fecha_inicio,fecha_fin_estimada,estado,presupuesto_mxn,costo_real_mxn,desviacion_presupuesto_pct,num_recursos,metodologia,satisfaccion_cliente
PRY0143,Portal Omnicanal Cliente,E05,Globant Monterrey,Retail y E-commerce,EMP04823,2024-01-14,2025-05-07,En Curso,12369792.71,11597431.64,-6.24,21,Waterfall,4.2
PRY0144,Plataforma de Analytics BI,E05,Globant Monterrey,Salud y Farmacéutico,EMP04823,2024-01-14,2024-04-15,Completado,11767178.11,14139683.96,20.16,15,Híbrida,3.3
PRY0145,Portal Omnicanal Cliente,E05,Globant Monterrey,Salud y Farmacéutico,EMP04823,2024-01-07,2024-07-18,Completado,13787220.17,13746290.62,-0.3,22,Kanban,3.7
PRY0146,Nearshoring Center of Excellence,E05,Globant Monterrey,Telecomunicaciones,EMP04823,2023-08-06,2024-03-05,Completado,6480934.92,6548233.15,1.04,24,SAFe,4.2
PRY0147,Modernización de Infraestructura,E05,Globant Monterrey,Banca y Finanzas,EMP04823,2023-09-20,2024-05-29,Completado,14306194.51,16193159.96,13.19,18,Waterfall,4.1
PRY0148,Implementación SAP S/4HANA,E05,Globant Monterrey,Banca y Finanzas,EMP04823,2023-03-22,2023-06-27,Completado,1333530.09,1513594.29,13.5,16,Agile/Scrum,4.8
PRY0149,Automatización RPA,E05,Globant Monterrey,Retail y E-commerce,EMP04823,2023-12-23,2024-03-16,Completado,5023177.6,6030911.08,20.06,4,Híbrida,4.3
PRY0150,Nearshoring Center of Excellence,E05,Globant Monterrey,Retail y E-commerce,EMP04823,2023-02-23,2024-06-23,Completado,13724427.57,14490219.7,5.58,5,Híbrida,4.4
PRY0151,Migración a la Nube AWS,E05,Globant Monterrey,Telecomunicaciones,EMP04823,2023-06-28,2024-05-22,Completado,12259884.32,11316163.61,-7.7,23,Agile/Scrum,3.7
PRY0152,API Gateway Microservicios,E05,Globant Monterrey,Logística y Cadena de Suministro,EMP04823,2023-08-30,2024-01-30,Completado,13351312.1,12900188.62,-3.38,12,Agile/Scrum,3.0
PRY0153,Automatización RPA,E05,Globant Monterrey,Banca y Finanzas,EMP04823,2024-05-28,2025-08-01,En Curso,3776622.04,4670552.01,23.67,13,Híbrida,3.6
PRY0154,Integración Sistemas Legados,E05,Globant Monterrey,Banca y Finanzas,EMP04823,2023-01-21,2023-10-27,Completado,6124431.79,7133538.17,16.48,16,SAFe,3.1
PRY0155,Implementación SAP S/4HANA,E05,Globant Monterrey,Manufactura Automotriz,EMP04823,2024-08-20,2025-01-04,En Curso,6023749.84,5741513.39,-4.69,15,Waterfall,3.2
PRY0156,Plataforma de Analytics BI,E05,Globant Monterrey,Gobierno y Sector Público,EMP04823,2023-12-07,2024-06-29,Completado,11912134.32,12189296.91,2.33,6,Agile/Scrum,4.0
PRY0157,Nearshoring Center of Excellence,E05,Globant Monterrey,Salud y Farmacéutico,EMP04823,2024-02-26,2024-08-25,Completado,12111591.59,11761800.23,-2.89,20,Waterfall,3.8
PRY0158,DevOps Pipeline CI/CD,E06,BairesDev,Retail y E-commerce,EMP05528,2024-09-17,2026-01-24,En Curso,9259819.78,10308591.58,11.33,15,Waterfall,4.5
PRY0159,Migración a la Nube AWS,E06,BairesDev,Banca y Finanzas,EMP05528,2023-06-17,2024-02-12,Completado,9762132.06,9539348.64,-2.28,22,Waterfall,4.1
PRY0160,Integración Sistemas Legados,E06,BairesDev,Energía y Utilities,EMP05528,2023-07-15,2023-11-22,Completado,7680820.54,8189718.62,6.63,17,Waterfall,3.8
PRY0161,Nearshoring Center of Excellence,E06,BairesDev,Energía y Utilities,EMP05528,2024-09-17,2025-09-25,En Planeación,2726221.53,3015994.47,10.63,18,Waterfall,4.9
PRY0162,Dashboard KPI Ejecutivo,E06,BairesDev,Logística y Cadena de Suministro,EMP05528,2023-12-24,2024-06-14,Completado,12305295.81,13602978.86,10.55,14,SAFe,4.6
PRY0163,Automatización RPA,E06,BairesDev,Telecomunicaciones,EMP05528,2023-04-09,2024-08-04,Completado,12241900.13,11805174.82,-3.57,23,Agile/Scrum,3.9
PRY0164,Modernización de Infraestructura,E06,BairesDev,Retail y E-commerce,EMP05528,2024-05-16,2024-09-05,Completado,912062.41,953796.22,4.58,18,Agile/Scrum,3.0
PRY0165,Data Lake Empresarial,E06,BairesDev,Gobierno y Sector Público,EMP05528,2023-07-24,2024-08-11,Completado,8374107.87,8559805.93,2.22,5,Agile/Scrum,4.1
PRY0166,Integración Sistemas Legados,E06,BairesDev,Logística y Cadena de Suministro,EMP05528,2024-03-01,2025-01-02,En Curso,2290247.73,2854534.98,24.64,12,Híbrida,4.6
PRY0167,DevOps Pipeline CI/CD,E06,BairesDev,Manufactura Automotriz,EMP05528,2023-06-25,2024-11-21,Completado,6397406.5,5974054.52,-6.62,5,SAFe,4.6
PRY0168,Chatbot IA Servicio al Cliente,E06,BairesDev,Energía y Utilities,EMP05528,2024-01-27,2024-10-09,Completado,10728394.11,12986873.33,21.05,15,SAFe,4.1
PRY0169,API Gateway Microservicios,E06,BairesDev,Retail y E-commerce,EMP05528,2023-01-30,2023-07-25,Completado,13080534.57,13519888.96,3.36,7,Waterfall,4.6
PRY0170,Implementación SAP S/4HANA,E06,BairesDev,Energía y Utilities,EMP05528,2024-01-27,2024-05-21,Completado,8881436.46,8054571.98,-9.31,5,SAFe,4.4
PRY0171,Portal Omnicanal Cliente,E06,BairesDev,Gobierno y Sector Público,EMP05528,2024-08-13,2025-06-10,En Curso,12085853.16,11325622.45,-6.29,20,Agile/Scrum,4.1
PRY0172,Plataforma de Analytics BI,E06,BairesDev,Telecomunicaciones,EMP05528,2023-04-02,2024-05-12,Completado,8152232.42,8757841.39,7.43,21,Agile/Scrum,4.5
PRY0173,Transformación Digital ERP,E06,BairesDev,Banca y Finanzas,EMP05528,2024-04-14,2024-07-07,Completado,10512900.86,10502384.07,-0.1,8,SAFe,3.7
PRY0174,Portal Omnicanal Cliente,E06,BairesDev,Telecomunicaciones,EMP05528,2024-11-07,2026-04-18,En Planeación,4659561.33,4286024.87,-8.02,13,Agile/Scrum,4.1
PRY0175,Nearshoring Center of Excellence,E07,Hexaware Technologies,Banca y Finanzas,EMP06031,2023-07-19,2024-06-26,Completado,9943664.37,11541986.97,16.07,7,Kanban,4.5
PRY0176,Transformación Digital ERP,E07,Hexaware Technologies,Salud y Farmacéutico,EMP06031,2024-07-22,2025-12-18,En Planeación,13864596.3,15540171.13,12.09,13,Agile/Scrum,4.6
PRY0177,Transformación Digital ERP,E07,Hexaware Technologies,Manufactura Automotriz,EMP06031,2023-09-12,2024-08-02,Completado,11734683.31,12612753.27,7.48,9,SAFe,3.3
PRY0178,API Gateway Microservicios,E07,Hexaware Technologies,Manufactura Automotriz,EMP06031,2023-10-24,2024-12-02,Completado,9145721.72,10564754.14,15.52,5,Agile/Scrum,3.3
PRY0179,Implementación SAP S/4HANA,E07,Hexaware Technologies,Logística y Cadena de Suministro,EMP06031,2024-08-06,2025-10-05,En Planeación,7693360.05,8569681.13,11.39,23,SAFe,4.8
PRY0180,Chatbot IA Servicio al Cliente,E07,Hexaware Technologies,Banca y Finanzas,EMP06031,2023-01-03,2024-06-12,Completado,1327205.07,1349400.62,1.67,8,SAFe,4.2
PRY0181,Ciberseguridad Zero Trust,E07,Hexaware Technologies,Energía y Utilities,EMP06031,2023-10-16,2024-02-14,Completado,6587146.6,7680101.64,16.59,22,Agile/Scrum,3.3
PRY0182,Ciberseguridad Zero Trust,E07,Hexaware Technologies,Telecomunicaciones,EMP06031,2023-03-28,2023-09-23,Completado,8246358.49,9584254.61,16.22,14,Agile/Scrum,4.0
PRY0183,Nearshoring Center of Excellence,E07,Hexaware Technologies,Manufactura Automotriz,EMP06031,2023-11-08,2025-04-10,En Curso,12381354.95,13102892.13,5.83,9,Waterfall,4.5
PRY0184,Integración Sistemas Legados,E07,Hexaware Technologies,Manufactura Automotriz,EMP06031,2024-07-06,2025-11-20,En Curso,7587662.36,7604790.72,0.23,7,SAFe,3.8
PRY0185,DevOps Pipeline CI/CD,E07,Hexaware Technologies,Retail y E-commerce,EMP06031,2024-11-18,2025-06-13,En Curso,2333959.03,2503517.17,7.26,23,Agile/Scrum,3.9
PRY0186,Transformación Digital ERP,E07,Hexaware Technologies,Manufactura Automotriz,EMP06031,2024-02-12,2024-04-29,Completado,10996325.84,12475840.53,13.45,7,Agile/Scrum,3.8
PRY0187,Transformación Digital ERP,E07,Hexaware Technologies,Telecomunicaciones,EMP06031,2024-07-08,2025-02-05,En Planeación,2111434.7,2565478.52,21.5,24,Agile/Scrum,3.6
PRY0188,Integración Sistemas Legados,E07,Hexaware Technologies,Telecomunicaciones,EMP06031,2023-01-10,2023-10-29,Completado,11498670.01,11467562.09,-0.27,13,Agile/Scrum,3.3
PRY0189,Data Lake Empresarial,E07,Hexaware Technologies,Telecomunicaciones,EMP06031,2023-05-19,2024-02-07,Completado,9617577.48,11474866.69,19.31,14,Híbrida,4.1
PRY0190,Dashboard KPI Ejecutivo,E07,Hexaware Technologies,Logística y Cadena de Suministro,EMP06031,2024-01-05,2024-03-05,Completado,1625844.46,1888354.58,16.15,7,Híbrida,4.6
PRY0191,Migración a la Nube AWS,E07,Hexaware Technologies,Logística y Cadena de Suministro,EMP06031,2023-02-22,2023-08-30,Completado,5816136.63,6931900.39,19.18,11,Híbrida,4.7
PRY0192,Migración a la Nube AWS,E08,AZKA IT Consulting,Gobierno y Sector Público,EMP06500,2023-11-25,2024-04-20,Completado,3612224.77,4262736.9,18.01,8,Waterfall,3.8
PRY0193,Portal Omnicanal Cliente,E08,AZKA IT Consulting,Retail y E-commerce,EMP06500,2023-08-26,2024-12-25,Completado,13259283.96,14834957.56,11.88,16,Agile/Scrum,3.3
PRY0194,Data Lake Empresarial,E08,AZKA IT Consulting,Telecomunicaciones,EMP06500,2023-05-27,2024-02-09,Completado,8967658.53,9769016.52,8.94,16,SAFe,4.1
PRY0195,Ciberseguridad Zero Trust,E08,AZKA IT Consulting,Telecomunicaciones,EMP06500,2023-08-22,2024-12-07,Completado,6440323.11,6789613.43,5.42,15,Híbrida,3.6
PRY0196,DevOps Pipeline CI/CD,E08,AZKA IT Consulting,Telecomunicaciones,EMP06500,2024-06-01,2025-05-23,En Curso,9182493.54,10707698.98,16.61,13,Híbrida,3.8
PRY0197,Plataforma de Analytics BI,E08,AZKA IT Consulting,Manufactura Automotriz,EMP06500,2024-11-05,2025-04-08,En Planeación,9119089.38,8977597.19,-1.55,9,Agile/Scrum,3.9
PRY0198,Transformación Digital ERP,E08,AZKA IT Consulting,Energía y Utilities,EMP06500,2024-09-14,2025-05-05,En Planeación,3792756.6,3422110.18,-9.77,23,Agile/Scrum,3.3
PRY0199,Migración a la Nube AWS,E08,AZKA IT Consulting,Retail y E-commerce,EMP06500,2024-06-03,2024-09-12,En Curso,13081663.74,13798224.23,5.48,11,Kanban,3.9
PRY0200,Dashboard KPI Ejecutivo,E08,AZKA IT Consulting,Telecomunicaciones,EMP06500,2023-05-13,2024-04-25,Completado,3983225.51,4541360.42,14.01,5,Waterfall,3.4
PRY0201,Integración Sistemas Legados,E08,AZKA IT Consulting,Logística y Cadena de Suministro,EMP06500,2024-12-18,2025-08-03,En Curso,11317922.9,11359464.11,0.37,24,SAFe,3.1
PRY0202,Nearshoring Center of Excellence,E08,AZKA IT Consulting,Energía y Utilities,EMP06500,2023-11-10,2025-01-06,En Curso,13816274.64,14441797.87,4.53,24,Waterfall,4.7
PRY0203,Integración Sistemas Legados,E09,Deintec,Banca y Finanzas,EMP06896,2023-09-03,2024-10-08,Completado,5439655.7,6436885.47,18.33,4,Waterfall,4.6
PRY0204,DevOps Pipeline CI/CD,E09,Deintec,Banca y Finanzas,EMP06896,2023-05-27,2024-02-25,Completado,14648885.95,13783386.65,-5.91,7,SAFe,3.9
PRY0205,Integración Sistemas Legados,E09,Deintec,Logística y Cadena de Suministro,EMP06896,2024-09-11,2025-09-20,En Curso,11400666.3,11837671.79,3.83,10,SAFe,3.9
PRY0206,Chatbot IA Servicio al Cliente,E09,Deintec,Gobierno y Sector Público,EMP06896,2024-08-14,2025-03-25,En Planeación,4719585.52,4809347.51,1.9,10,Waterfall,4.2
PRY0207,Plataforma de Analytics BI,E09,Deintec,Retail y E-commerce,EMP06896,2024-03-14,2025-03-24,En Curso,10561287.69,11820684.13,11.92,11,Híbrida,3.5
PRY0208,Integración Sistemas Legados,E09,Deintec,Salud y Farmacéutico,EMP06896,2024-08-19,2025-09-15,En Curso,12261634.79,13954450.57,13.81,24,SAFe,3.4
PRY0209,Dashboard KPI Ejecutivo,E09,Deintec,Manufactura Automotriz,EMP06896,2024-10-05,2026-01-21,En Curso,2561257.44,2385487.16,-6.86,15,Agile/Scrum,4.9
PRY0210,Nearshoring Center of Excellence,E09,Deintec,Gobierno y Sector Público,EMP06896,2023-06-22,2024-09-27,Completado,4004987.47,3898596.36,-2.66,10,Agile/Scrum,4.8
PRY0211,Portal Omnicanal Cliente,E09,Deintec,Logística y Cadena de Suministro,EMP06896,2023-11-15,2024-02-18,Completado,1865174.99,2228228.32,19.46,22,Híbrida,4.4
PRY0212,Ciberseguridad Zero Trust,E09,Deintec,Energía y Utilities,EMP06896,2023-11-24,2024-07-12,Completado,5646102.11,6907227.28,22.34,21,SAFe,3.7
PRY0213,Integración Sistemas Legados,E10,Axsis Tecnología,Gobierno y Sector Público,EMP07249,2024-04-21,2024-10-14,Completado,14457412.1,16471216.1,13.93,6,Agile/Scrum,3.9
PRY0214,Chatbot IA Servicio al Cliente,E10,Axsis Tecnología,Retail y E-commerce,EMP07249,2023-06-20,2024-10-26,Completado,9517101.09,10210714.09,7.29,24,Waterfall,4.2
PRY0215,API Gateway Microservicios,E10,Axsis Tecnología,Salud y Farmacéutico,EMP07249,2024-04-02,2025-03-07,En Curso,5093578.66,4681916.85,-8.08,20,Waterfall,3.3
PRY0216,Automatización RPA,E10,Axsis Tecnología,Energía y Utilities,EMP07249,2023-10-17,2025-04-07,En Curso,833571.96,791412.12,-5.06,23,Híbrida,4.4
PRY0217,Implementación SAP S/4HANA,E10,Axsis Tecnología,Gobierno y Sector Público,EMP07249,2023-12-28,2025-02-03,En Curso,4539130.61,4697327.74,3.49,19,Agile/Scrum,4.8
PRY0218,Portal Omnicanal Cliente,E10,Axsis Tecnología,Banca y Finanzas,EMP07249,2024-06-13,2025-10-18,En Planeación,6160982.47,7629394.4,23.83,24,Kanban,3.4
PRY0219,API Gateway Microservicios,E10,Axsis Tecnología,Energía y Utilities,EMP07249,2024-04-06,2024-06-22,Completado,5011461.18,6183085.15,23.38,14,Híbrida,4.1
PRY0220,Integración Sistemas Legados,E10,Axsis Tecnología,Logística y Cadena de Suministro,EMP07249,2024-06-22,2024-12-09,En Planeación,12347188.4,12727140.35,3.08,10,Agile/Scrum,4.4
PRY0221,DevOps Pipeline CI/CD,E10,Axsis Tecnología,Banca y Finanzas,EMP07249,2024-06-11,2025-11-13,En Planeación,14972648.08,13482452.37,-9.95,7,Kanban,4.4
PRY0222,Portal Omnicanal Cliente,E10,Axsis Tecnología,Energía y Utilities,EMP07249,2023-03-14,2023-11-18,Completado,10835774.54,12044327.05,11.15,21,SAFe,4.3
PRY0223,Dashboard KPI Ejecutivo,E10,Axsis Tecnología,Telecomunicaciones,EMP07249,2024-02-20,2024-10-20,Completado,6429955.16,6073511.94,-5.54,10,SAFe,4.6
PRY0224,Portal Omnicanal Cliente,E11,Skye Group,Gobierno y Sector Público,EMP07487,2024-04-06,2024-07-11,Completado,10154601.71,9661413.99,-4.86,15,Agile/Scrum,3.0
PRY0225,Dashboard KPI Ejecutivo,E11,Skye Group,Energía y Utilities,EMP07487,2024-08-15,2025-04-04,En Curso,12974927.02,14050100.94,8.29,21,Híbrida,4.6
PRY0226,Nearshoring Center of Excellence,E11,Skye Group,Banca y Finanzas,EMP07487,2023-11-02,2024-09-09,Completado,10199814.7,10631607.13,4.23,16,SAFe,3.8
PRY0227,Ciberseguridad Zero Trust,E11,Skye Group,Salud y Farmacéutico,EMP07487,2023-10-03,2024-09-17,Completado,13848666.63,14048523.07,1.44,19,Agile/Scrum,3.7
PRY0228,Dashboard KPI Ejecutivo,E11,Skye Group,Logística y Cadena de Suministro,EMP07487,2023-04-24,2023-08-19,Completado,842088.5,965127.04,14.61,14,Agile/Scrum,4.7
PRY0229,Chatbot IA Servicio al Cliente,E11,Skye Group,Logística y Cadena de Suministro,EMP07487,2024-01-28,2025-05-24,En Curso,1551465.47,1538317.31,-0.85,9,Kanban,4.5
PRY0230,Data Lake Empresarial,E12,TI Monterrey,Logística y Cadena de Suministro,EMP07728,2024-02-13,2024-06-12,Completado,14188185.94,12930120.5,-8.87,20,Agile/Scrum,3.7
PRY0231,Integración Sistemas Legados,E12,TI Monterrey,Telecomunicaciones,EMP07728,2023-08-07,2024-11-27,Completado,4299279.41,5275255.47,22.7,17,Waterfall,4.2
PRY0232,Modernización de Infraestructura,E12,TI Monterrey,Retail y E-commerce,EMP07728,2024-01-12,2024-10-18,Completado,3014360.73,3735603.06,23.93,16,Waterfall,4.0
PRY0233,Integración Sistemas Legados,E12,TI Monterrey,Banca y Finanzas,EMP07728,2024-06-06,2024-12-14,En Curso,13645876.35,15534802.8,13.84,19,Híbrida,3.1
PRY0234,API Gateway Microservicios,E12,TI Monterrey,Telecomunicaciones,EMP07728,2023-09-13,2023-11-24,Completado,3293419.72,3119570.35,-5.28,4,Agile/Scrum,4.2
